transaction_id,user_id,amount,merchant_category,location,timestamp,device_type,user_age,account_age_days,avg_transaction_amount,is_foreign_transaction,is_fraud,hour_of_day,day_of_week,is_weekend,month,is_month_end,is_month_start,time_since_last_transaction,transaction_count_24h,transaction_count_7d,transaction_count_30d,amount_zscore,amount_to_historic_mean_ratio,amount_rolling_mean_7d,amount_rolling_std_7d,location_changed,device_changed,merchant_category_changed,risk_score,amount_x_transaction_count,amount_x_is_foreign,transaction_count_x_is_foreign,is_rush_hour,is_off_hours,avg_amount_ratio,transaction_velocity
TXN_004835,USER_1376,66.96,Grocery,AU,2026-05-25 01:08:56.560390,Mobile,54,98,24.82,1,0,1,0,0,5,0,0,2283.9832751586114,1.0,1.0,1.0,-0.05065925255884157,0.925181347150259,9.75,0.0,1,1,1,0.4,66.96,66.96,1.0,0,1,2.593338497288923,0.00043781240853863265
TXN_001791,USER_3758,9.51,Utilities,NL,2025-11-01 07:40:56.241710,Tablet,57,2823,23.85,0,0,7,5,1,11,0,1,3395.383159103889,1.0,1.0,1.0,inf,1.4952830188679245,5.36,0.0,1,1,0,0.1,9.51,0.0,0.0,1,0,0.3826961770623742,0.00029450889700890543
TXN_006556,USER_2623,57.2,Utilities,ES,2025-11-05 10:56:56.705606,ATM,58,3185,208.63,0,0,10,2,0,11,0,1,3530.183364328889,1.0,1.0,1.0,inf,4.770642201834862,10.99,0.0,1,0,1,0.30000000000000004,57.2,0.0,0.0,0,0,0.2728617087248963,0.0002832633805275575
TXN_005063,USER_2811,22.45,Restaurant,NL,2025-08-24 21:40:56.578199,ATM,54,770,22.04,1,0,21,6,1,8,0,0,256.71662240666666,1.0,1.0,2.0,-3.518098569874861,0.38838590623378116,45.62,0.0,1,1,1,0.30000000000000004,22.45,22.45,1.0,0,0,0.9743923611111112,0.003893828953238508
TXN_002194,USER_1991,265.11,Retail,AU,2025-10-23 02:39:56.277268,Mobile,68,1196,41.85,1,0,2,3,0,10,0,0,24.0,1.0,1.0,1.0,0.0,0.9962421554996054,265.11,0.0,1,1,1,0.4,265.11,265.11,1.0,0,1,6.186931155192532,0.04149377593360996
TXN_006266,USER_3010,54.17,Gas,IT,2025-07-30 17:13:56.681627,Tablet,34,1610,33.55,1,0,17,2,0,7,1,0,24.0,1.0,1.0,1.0,0.0,0.9818742069965561,54.17,0.0,1,1,1,0.30000000000000004,54.17,54.17,1.0,1,0,1.5678726483357455,0.04149377593360996
TXN_000418,USER_0288,6.84,Grocery,UK,2025-07-19 23:43:56.121354,POS,48,3179,193.77,0,0,23,5,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.8724489795918368,6.84,0.0,1,1,1,0.2,6.84,0.0,0.0,0,1,0.035118344714278375,0.04149377593360996
TXN_006390,USER_4959,30.79,Restaurant,DE,2026-05-20 22:00:56.691992,ATM,37,1529,25.9,1,0,22,2,0,5,0,0,706.8332636033333,1.0,1.0,2.0,-0.8704866187457277,0.43414095363429134,99.32,0.0,1,1,1,0.4,30.79,30.79,1.0,0,1,1.1446096654275093,0.0014145606827197044
TXN_005747,USER_3535,10.1,Other,BE,2025-12-18 19:48:56.638784,Tablet,44,1944,94.41,0,0,19,3,0,12,0,0,1475.1166582219446,1.0,1.0,1.0,-0.9589882951845884,0.1318480483877986,153.63,0.0,1,0,1,0.1,10.1,0.0,0.0,1,0,0.10585892464102295,0.0006778665319609964
TXN_001175,USER_4090,22.88,Utilities,BE,2025-09-26 10:43:56.187845,ATM,55,3085,44.45,1,0,10,4,0,9,1,0,24.0,1.0,1.0,1.0,0.0,0.9581239530988275,22.88,0.0,1,1,1,0.30000000000000004,22.88,22.88,1.0,0,0,0.5034103410341033,0.04149377593360996
TXN_002849,USER_4947,10.89,Other,FR,2025-08-17 17:12:56.350625,Desktop,22,751,90.6,0,0,17,6,1,8,0,0,24.0,1.0,1.0,1.0,0.0,0.9158957106812448,10.89,0.0,1,1,1,0.1,10.89,0.0,0.0,1,0,0.11888646288209609,0.04149377593360996
TXN_004316,USER_1109,42.69,Travel,US,2025-11-17 23:15:56.519523,Tablet,74,67,3.94,1,0,23,0,0,11,0,0,2953.233395845,1.0,1.0,1.0,-inf,0.3228709726213886,131.22,0.0,1,1,1,0.4,42.69,42.69,1.0,0,1,8.6417004048583,0.0003386004443002896
TXN_003391,USER_2315,16.55,Gas,UK,2025-11-28 17:33:56.414754,POS,43,2787,23.36,0,0,17,4,0,11,1,0,24.0,1.0,1.0,1.0,0.0,0.9430199430199431,16.55,0.0,1,1,1,0.1,16.55,0.0,0.0,1,0,0.679392446633826,0.04149377593360996
TXN_000758,USER_4740,43.32,Retail,BE,2026-01-02 00:02:56.151989,ATM,18,3500,19.47,0,0,0,4,0,1,0,1,391.4831097986111,1.0,1.0,2.0,inf,2.2848101265822782,17.96,0.0,1,0,1,0.2,43.32,0.0,0.0,0,1,2.116267708842208,0.002553736294995701
TXN_006716,USER_2463,741.38,Entertainment,CA,2026-02-06 01:47:56.719581,Desktop,37,3173,6.9,0,0,1,4,0,2,0,0,1490.9166711844443,1.0,1.0,1.0,inf,37.013479780329504,19.03,0.0,0,1,0,0.30000000000000004,741.38,0.0,0.0,0,1,93.84556962025316,0.0006706833124847712
TXN_006172,USER_4956,171.0,Retail,UK,2025-09-26 07:23:56.673950,POS,68,1230,124.42,0,0,7,4,0,9,1,0,24.0,1.0,1.0,1.0,0.0,0.9941860465116279,171.0,0.0,1,1,1,0.1,171.0,0.0,0.0,1,0,1.363418912454154,0.04149377593360996
TXN_009236,USER_0972,9.94,Online,NL,2025-07-19 23:37:56.938762,POS,44,531,48.7,1,0,23,5,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9085923217550275,9.94,0.0,1,1,1,0.4,9.94,9.94,1.0,0,1,0.19999999999999998,0.04149377593360996
TXN_000426,USER_4132,4.9,Gas,AU,2026-05-14 17:57:56.122186,POS,76,1424,79.37,0,0,17,3,0,5,0,0,4491.6331885750005,1.0,1.0,1.0,-2.1608163980042963,0.21434820647419076,16.31,0.0,1,1,1,0.1,4.9,0.0,0.0,1,0,0.06096802289411472,0.00022263121116444792
TXN_006850,USER_3305,345.22,Entertainment,ES,2025-12-03 07:53:56.732787,Desktop,77,3122,28.08,1,0,7,2,0,12,0,1,3400.633298301667,1.0,1.0,1.0,inf,136.9920634920635,1.52,0.0,1,1,1,0.5,345.22,345.22,1.0,1,0,11.871389270976618,0.0002940542266279458
TXN_006211,USER_4438,184.37,Grocery,ES,2025-09-27 05:42:56.676970,Desktop,64,1457,43.87,0,0,5,5,1,9,1,0,24.0,1.0,1.0,1.0,0.0,0.9946053838269407,184.37,0.0,1,1,1,0.2,184.37,0.0,0.0,0,1,4.108981502117228,0.04149377593360996
TXN_009922,USER_0157,12.33,Other,BE,2026-03-20 04:41:57.006713,POS,54,78,28.71,1,1,4,4,0,3,0,0,4392.566797616667,1.0,1.0,1.0,-0.3751886144447382,0.5166561910747958,3.01,0.0,1,1,1,0.4,12.33,12.33,1.0,0,1,0.41501178054527094,0.0002276521407320425
TXN_006410,USER_1347,17.34,Travel,CA,2025-12-10 17:19:56.693951,ATM,19,1292,79.41,0,0,17,2,0,12,0,0,24.0,1.0,1.0,1.0,0.0,0.945474372955289,17.34,0.0,1,1,1,0.1,17.34,0.0,0.0,1,0,0.2156448202959831,0.04149377593360996
TXN_005266,USER_2302,37.0,Restaurant,UK,2026-01-14 15:16:56.594550,ATM,29,3433,15.76,0,0,15,2,0,1,0,0,356.1000070336111,1.0,1.0,2.0,0.9877903889857879,1.2430707206450529,22.87,0.0,1,1,1,0.1,37.0,0.0,0.0,0,0,2.2076372315035804,0.0028074115110998292
TXN_005165,USER_2464,7.71,Travel,DE,2026-02-17 14:10:56.586226,Desktop,49,2937,26.15,0,0,14,1,0,2,0,0,4936.233343265278,1.0,1.0,1.0,-inf,0.072448787821838,105.42,0.0,1,1,1,0.1,7.71,0.0,0.0,0,0,0.28397790055248623,0.0002025795120510483
TXN_002922,USER_4179,11.25,Gas,IT,2026-03-27 20:24:56.361569,POS,61,889,55.07,0,0,20,4,0,3,1,0,24.0,1.0,1.0,1.0,0.0,0.9183673469387755,11.25,0.0,1,1,1,0.1,11.25,0.0,0.0,0,0,0.20064205457463885,0.04149377593360996
TXN_005622,USER_1655,72.81,Gas,IT,2025-06-30 13:17:56.627012,Desktop,22,1017,31.28,0,0,13,0,0,6,1,0,24.0,1.0,1.0,1.0,0.0,0.9864517003116109,72.81,0.0,1,1,1,0.1,72.81,0.0,0.0,0,0,2.2555762081784385,0.04149377593360996
TXN_002803,USER_2782,257.68,Retail,DE,2025-08-03 12:27:56.346131,ATM,34,567,4.12,0,0,12,6,1,8,0,1,24.0,1.0,1.0,1.0,0.0,0.9961342198855729,257.68,0.0,1,1,1,0.1,257.68,0.0,0.0,0,0,50.328125,0.04149377593360996
TXN_005128,USER_0125,41.19,Entertainment,IT,2026-03-17 10:27:56.583369,Desktop,26,2026,22.96,1,0,10,1,0,3,0,0,24.0,1.0,1.0,1.0,0.0,0.9762977008769851,41.19,0.0,1,1,1,0.30000000000000004,41.19,41.19,1.0,0,0,1.7191151919866443,0.04149377593360996
TXN_006983,USER_1977,215.85,Utilities,DE,2025-06-04 13:10:56.744968,POS,34,2276,95.88,1,0,13,2,0,6,0,1,30.983331701666668,1.0,2.0,2.0,inf,13.121580547112462,15.45,0.0,1,1,1,0.5,215.85,215.85,1.0,0,0,2.2280140379851363,0.0321715834582295
TXN_005006,USER_3325,132.16,Other,UK,2025-08-16 11:23:56.573744,ATM,74,3577,68.5,0,0,11,5,1,8,0,0,24.0,1.0,1.0,1.0,0.0,0.992490237308501,132.16,0.0,1,1,1,0.1,132.16,0.0,0.0,0,0,1.9015827338129496,0.04149377593360996
TXN_000073,USER_2763,4.47,Online,DE,2026-02-03 19:41:56.089563,ATM,50,532,57.02,0,0,19,1,0,2,0,1,90.03316072472222,1.0,2.0,2.0,-0.6224022457830745,0.17001045925644193,42.519999999999996,46.40034698146125,0,1,1,0.0,4.47,0.0,0.0,1,0,0.07704239917269906,0.01109469580295895
TXN_001795,USER_0017,52.08,Utilities,IT,2025-07-01 23:45:56.242058,ATM,29,1544,27.04,0,0,23,1,0,7,0,1,277.8166041697222,1.0,1.0,2.0,inf,2.6817713697219356,18.42,0.0,1,1,1,0.4,52.08,0.0,0.0,0,1,1.8573466476462197,0.0035982017087014535
TXN_007175,USER_4193,65.73,Online,BE,2025-12-02 09:01:56.761356,Tablet,70,14,15.76,0,0,9,1,0,12,0,1,24.0,1.0,1.0,1.0,0.0,0.9850142364753485,65.73,0.0,1,1,1,0.25,65.73,0.0,0.0,1,0,3.92183770883055,0.04149377593360996
TXN_001660,USER_0745,73.6,Retail,FR,2026-05-31 11:49:56.230413,Mobile,63,955,44.4,0,0,11,6,1,5,1,0,1372.7166681255555,1.0,1.0,1.0,-0.483094623225353,0.40768847283000054,334.58,0.0,1,1,1,0.1,73.6,0.0,0.0,0,0,1.6211453744493391,0.0007284293840672844
TXN_002049,USER_4667,3.59,Entertainment,US,2026-01-11 03:43:56.264032,Tablet,44,3639,13.65,0,0,3,6,1,1,0,0,4877.266694052778,1.0,1.0,1.0,-inf,0.06564271347595539,53.69,0.0,1,1,1,0.2,3.59,0.0,0.0,0,1,0.24505119453924912,0.00020502866869110968
TXN_005238,USER_0018,766.52,Restaurant,US,2025-08-15 04:46:56.592423,Desktop,30,2100,33.35,0,0,4,4,0,8,0,0,1329.1166042861112,1.0,1.0,1.0,inf,79.84583333333333,8.6,0.0,1,1,1,0.4,766.52,0.0,0.0,0,1,22.31499272197962,0.0007523228319413561
TXN_001502,USER_2404,7.4,Entertainment,BE,2026-03-17 13:46:56.216661,Mobile,55,1630,20.22,1,0,13,1,0,3,0,0,1317.1498297150001,1.0,1.0,1.0,-1.2210911472195929,0.07414086764853221,168.65,0.0,1,1,0,0.30000000000000004,7.4,7.4,1.0,0,0,0.34872761545711595,0.0007591574334963929
TXN_009060,USER_1709,138.99,Gas,NL,2025-07-13 16:39:56.923045,Mobile,76,421,52.78,1,0,16,6,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9928566326166155,138.99,0.0,1,1,1,0.30000000000000004,138.99,138.99,1.0,0,0,2.584417999256229,0.04149377593360996
TXN_004069,USER_0878,19.13,Entertainment,NL,2025-10-27 19:28:56.500256,POS,59,1255,80.82,0,0,19,0,0,10,1,0,1273.6832670736112,1.0,1.0,1.0,-1.3811198667075077,0.2816756239416918,91.38,0.0,1,1,0,0.1,19.13,0.0,0.0,1,0,0.2338059154241017,0.000785062911288982
TXN_003868,USER_1134,51.4,Grocery,UK,2026-03-17 06:16:56.482907,POS,28,2081,104.99,0,0,6,1,0,3,0,0,24.0,1.0,1.0,1.0,0.0,0.9809160305343512,51.4,0.0,1,1,1,0.1,51.4,0.0,0.0,0,0,0.4849514105104255,0.04149377593360996
TXN_000927,USER_1842,12.08,Entertainment,FR,2025-08-27 05:58:56.166671,ATM,26,1987,65.84,0,0,5,2,0,8,1,0,662.2332522555556,1.0,1.0,2.0,-inf,0.7803617571059431,14.48,0.0,1,1,0,0.2,12.08,0.0,0.0,0,1,0.18073010173548773,0.0015098139744524838
TXN_007884,USER_4152,66.76,Gas,NL,2026-02-10 05:33:56.821568,ATM,65,2603,10.41,0,0,5,1,0,2,0,0,4063.0835194525,1.0,1.0,1.0,1.7936738824494969,1.1923557778174674,59.63,0.0,0,1,1,0.1,66.76,0.0,0.0,0,1,5.851007887817704,0.00024611243750436026
TXN_002896,USER_2490,11.26,Pharmacy,BE,2026-05-18 08:39:56.357566,ATM,68,1451,32.54,1,0,8,0,0,5,0,0,1793.649841295,1.0,1.0,1.0,-0.5798120368236565,0.5707045108971109,27.84,0.0,1,1,1,0.30000000000000004,11.26,11.26,1.0,1,0,0.3357185450208706,0.0005574913385235752
TXN_000779,USER_4064,6.76,Entertainment,ES,2026-04-30 17:00:56.153575,Desktop,36,1652,12.67,0,0,17,3,0,4,1,0,1645.4333165747223,1.0,1.0,1.0,-inf,0.08339501603750307,80.06,0.0,1,0,1,0.1,6.76,0.0,0.0,1,0,0.4945135332845647,0.0006077057145713469
TXN_001533,USER_1505,22.7,Online,ES,2025-09-11 15:27:56.219206,Mobile,18,2408,45.88,0,0,15,3,0,9,0,0,1428.3998360191665,1.0,1.0,1.0,-inf,0.21743295019157086,103.4,0.0,1,1,1,0.1,22.7,0.0,0.0,0,0,0.4842150170648464,0.0007000350821087408
TXN_007031,USER_3974,33.01,Entertainment,ES,2026-05-17 00:48:56.749261,ATM,48,123,65.08,1,0,0,6,1,5,0,0,6878.8667795413885,1.0,1.0,1.0,-1.1960661339334815,0.19878756247867196,147.14,0.0,1,1,1,0.4,33.01,33.01,1.0,0,1,0.499546004842615,0.00014537066859722045
TXN_007877,USER_1508,8.94,Pharmacy,DE,2026-02-19 05:48:56.821035,Desktop,57,1419,17.71,1,0,5,3,0,2,0,0,1594.7499685947223,1.0,1.0,1.0,-0.7818057398892408,0.1546712802768166,16.56,0.0,1,1,1,0.4,8.94,8.94,1.0,0,1,0.4778193479422768,0.0006270182272261853
TXN_001729,USER_4825,8.67,Grocery,UK,2025-10-28 06:04:56.236169,Tablet,75,155,13.38,0,0,6,1,0,10,1,0,24.0,1.0,1.0,1.0,0.0,0.8965873836608066,8.67,0.0,1,1,1,0.1,8.67,0.0,0.0,0,0,0.6029207232267038,0.04149377593360996
TXN_009519,USER_1273,2415.17,Gas,CA,2026-04-11 00:59:56.965389,Desktop,55,127,16.07,1,1,0,5,1,4,0,0,867.9335578672221,1.0,1.0,1.0,319.7905441431343,112.35961851593396,15.2,0.0,1,1,0,0.6,2415.17,2415.17,1.0,0,1,141.4862331575864,0.0011520291939599919
TXN_008979,USER_1297,24.34,Pharmacy,UK,2025-11-07 10:23:56.915556,POS,28,571,62.69,0,0,10,4,0,11,0,0,24.0,1.0,1.0,1.0,0.0,0.9605367008681925,24.34,0.0,1,1,1,0.1,24.34,0.0,0.0,0,0,0.38216360496153245,0.04149377593360996
TXN_003324,USER_0580,15.18,Utilities,BE,2026-03-21 19:08:56.409311,Desktop,28,2223,170.1,0,0,19,5,1,3,0,0,290.01672377305556,1.0,1.0,2.0,5.0934683587909015,2.0737704918032787,5.09,0.0,1,0,1,0.1,15.18,0.0,0.0,1,0,0.08872004675628288,0.0034468885040293373
TXN_005285,USER_3985,27.56,Grocery,AU,2026-04-29 09:43:56.596295,Tablet,29,514,7.21,0,0,9,2,0,4,1,0,1405.7666529483333,1.0,1.0,1.0,-1.24986827944302,0.2506138037646631,171.59,0.0,1,1,1,0.1,27.56,0.0,0.0,1,0,3.3568818514007304,0.0007113050145281103
TXN_006812,USER_3033,9.01,Utilities,US,2026-05-09 04:26:56.729906,POS,22,818,13.49,0,0,4,5,1,5,0,0,5093.516677280833,1.0,1.0,1.0,inf,2.4026666666666667,2.75,0.0,1,1,1,0.4,9.01,0.0,0.0,0,1,0.621808143547274,0.00019632415695125256
TXN_009345,USER_0051,17.07,Gas,CA,2026-05-03 02:10:56.951363,Desktop,58,805,83.49,0,0,2,6,1,5,0,1,1388.149999085,1.0,1.0,1.0,-0.5784312035094343,0.1677366524729774,11.03,0.0,1,1,1,0.2,17.07,0.0,0.0,0,1,0.2020357438750148,0.0007203313528968869
TXN_001401,USER_0645,13.01,Entertainment,ES,2025-12-29 08:03:56.208277,Mobile,45,1649,7.26,1,0,8,0,0,12,1,0,3630.933245746111,1.0,1.0,1.0,-inf,0.3029103608847497,41.95,0.0,1,1,1,0.30000000000000004,13.01,13.01,1.0,1,0,1.5750605326876514,0.0002754037025608446
TXN_001484,USER_4104,97.84,Pharmacy,NL,2026-02-07 03:58:56.215297,ATM,67,2908,20.75,0,0,3,5,1,2,0,0,16.983161630833333,2.0,2.0,2.0,18.88808812453324,13.809456598447424,6.085,4.857823586751581,1,1,1,0.4,195.68,0.0,0.0,0,1,4.498390804597701,0.11707434743169598
TXN_002777,USER_1379,8.83,Pharmacy,NL,2025-06-14 01:50:56.342526,Tablet,66,971,40.12,0,0,1,5,1,6,0,0,24.0,1.0,1.0,1.0,0.0,0.8982706002034588,8.83,0.0,1,1,1,0.2,8.83,0.0,0.0,0,1,0.21473735408560313,0.04149377593360996
TXN_003412,USER_4877,19.51,Entertainment,NL,2025-10-03 20:16:56.416412,ATM,28,118,9.75,0,0,20,4,0,10,0,1,650.1833946008334,1.0,1.0,2.0,inf,0.956372549019608,19.4,0.0,1,1,1,0.1,19.51,0.0,0.0,0,0,1.8148837209302326,0.0015377910743266554
TXN_008464,USER_3111,34.52,Entertainment,US,2025-09-23 00:21:56.873385,Desktop,30,3001,173.48,0,0,0,1,0,9,0,0,24.0,1.0,1.0,1.0,0.0,0.9718468468468469,34.52,0.0,1,1,1,0.2,34.52,0.0,0.0,0,1,0.19784502521779004,0.04149377593360996
TXN_008160,USER_1439,39.03,Retail,IT,2025-07-29 03:30:56.849075,Tablet,69,2253,20.13,0,0,3,1,0,7,1,0,24.0,1.0,1.0,1.0,0.0,0.975018735948039,39.03,0.0,1,1,1,0.2,39.03,0.0,0.0,0,1,1.8471367723615715,0.04149377593360996
TXN_006870,USER_2649,10.61,Online,AU,2026-04-23 17:17:56.734533,Tablet,35,3623,35.55,0,0,17,3,0,4,0,0,3778.583409664445,1.0,1.0,1.0,-inf,0.11154331370899914,94.12,0.0,1,1,1,0.1,10.61,0.0,0.0,1,0,0.29028727770177837,0.0002646424406560173
TXN_005257,USER_0399,13.53,Utilities,ES,2025-12-08 01:46:56.593871,Tablet,29,1199,44.58,1,0,1,0,0,12,0,0,24.0,1.0,1.0,1.0,0.0,0.9311768754301445,13.53,0.0,1,1,1,0.4,13.53,13.53,1.0,0,1,0.2968407196138657,0.04149377593360996
TXN_001519,USER_1771,109.6,Online,NL,2026-05-10 04:06:56.217997,POS,34,590,94.95,0,0,4,6,1,5,0,0,1254.3999324711112,1.0,1.0,1.0,11.46118351232136,5.624358535750941,11.29,0.0,1,1,1,0.4,109.6,0.0,0.0,0,1,1.1422615945805106,0.0007971303737180776
TXN_005625,USER_1443,31.43,Travel,UK,2026-01-19 02:52:56.627283,Tablet,46,1716,26.37,1,0,2,0,0,1,0,0,1858.4667864677779,1.0,1.0,1.0,5.424923225263193,2.372075471698113,9.75,0.0,1,1,1,0.6,31.43,31.43,1.0,0,1,1.1483375959079283,0.0005380489995199519
TXN_009836,USER_1456,32.46,Grocery,FR,2026-03-31 23:56:56.998249,Tablet,49,336,22.62,1,1,23,1,0,3,1,0,1105.3667810958332,1.0,1.0,1.0,0.8294318370381368,1.5271700776287933,30.66,0.0,1,1,1,0.4,32.46,32.46,1.0,0,1,1.3742591024555462,0.0009045952507127483
TXN_003873,USER_4101,145.36,Other,AU,2026-01-05 19:31:56.484158,POS,40,2464,46.95,0,0,19,0,0,1,0,1,4946.533206396111,1.0,1.0,1.0,inf,12.552677029360968,10.58,0.0,1,0,1,0.30000000000000004,145.36,0.0,0.0,1,0,3.031491136600626,0.00020215770166807128
TXN_000470,USER_0479,119.35,Gas,US,2025-09-02 08:25:56.126486,Mobile,69,1093,60.59,0,0,8,1,0,9,0,1,24.0,1.0,1.0,1.0,0.0,0.9916909015371832,119.35,0.0,1,1,1,0.1,119.35,0.0,0.0,1,0,1.9378145802890077,0.04149377593360996
TXN_008992,USER_3354,68.66,Utilities,NL,2025-08-22 09:26:56.916541,Tablet,60,3033,14.32,1,0,9,4,0,8,0,0,24.0,1.0,1.0,1.0,0.0,0.9856445592879701,68.66,0.0,1,1,1,0.30000000000000004,68.66,68.66,1.0,1,0,4.481723237597911,0.04149377593360996
TXN_004378,USER_4302,51.09,Entertainment,NL,2026-01-01 01:07:56.524200,Desktop,64,3322,130.65,0,0,1,3,0,1,0,1,24.0,1.0,1.0,1.0,0.0,0.9808024572854674,51.09,0.0,1,1,1,0.2,51.09,0.0,0.0,0,1,0.38807443980250667,0.04149377593360996
TXN_004182,USER_0999,55.0,Utilities,NL,2025-10-22 22:31:56.508893,POS,54,1927,25.9,0,0,22,2,0,10,0,0,166.26675573944445,1.0,2.0,2.0,-inf,0.8373934226552984,64.68,0.0,1,1,1,0.2,55.0,0.0,0.0,0,1,2.0446096654275094,0.006010816256861747
TXN_008517,USER_4542,41.32,Travel,AU,2025-06-29 12:52:56.878671,Tablet,43,2557,45.52,0,0,12,6,1,6,1,0,523.8001659005556,1.0,1.0,2.0,-inf,0.8413765017308084,48.11,0.0,1,1,1,0.1,41.32,0.0,0.0,0,0,0.8882201203783319,0.0019087606095353202
TXN_005721,USER_0468,352.43,Travel,NL,2025-11-05 14:54:56.635797,POS,35,280,20.27,0,0,14,2,0,11,0,1,1812.1167098255557,1.0,1.0,1.0,4.023515642716079,3.4072605984434667,146.37,0.0,1,1,1,0.30000000000000004,352.43,0.0,0.0,0,0,16.569346497414198,0.000551810384805612
TXN_000912,USER_2668,3.26,Gas,UK,2026-02-25 23:28:56.165517,ATM,56,884,8.45,0,0,23,2,0,2,0,0,24.0,1.0,1.0,1.0,0.0,0.7652582159624413,3.26,0.0,1,1,1,0.2,3.26,0.0,0.0,0,1,0.344973544973545,0.04149377593360996
TXN_003469,USER_1916,176.8,Entertainment,BE,2026-01-07 19:48:56.420886,Desktop,76,360,302.16,0,0,19,2,0,1,0,0,279.83322763583334,1.0,1.0,2.0,5.949418738783018,6.506698071544238,55.47,0.0,1,1,1,0.30000000000000004,176.8,0.0,0.0,1,0,0.5831903945111492,0.0035722804628999074
TXN_001193,USER_2919,364.21,Grocery,NL,2025-07-06 04:14:56.189211,POS,32,464,44.51,0,0,4,6,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9972618493469511,364.21,0.0,1,1,1,0.2,364.21,0.0,0.0,0,1,8.002856515051636,0.04149377593360996
TXN_002753,USER_1559,281.66,Other,IT,2026-02-08 04:22:56.340215,POS,22,2937,13.52,0,0,4,6,1,2,0,0,1821.2165141405555,1.0,1.0,1.0,12.058446277516008,6.185571538377074,58.44,0.0,1,0,1,0.4,281.66,0.0,0.0,0,1,19.398071625344354,0.0005490533865124926
